Il numero finale delle occorrenze di ogni Word è il seguente (ordinato per conteggio decrescente).
Parola: primavera - Occorrenze: 1284
Parola: vestivano - Occorrenze: 1284
Parola: fiori - Occorrenze: 1284
Parola: multicolori - Occorrenze: 1284
Parola: estate - Occorrenze: 1284
Parola: sole - Occorrenze: 1284
Parola: brillava - Occorrenze: 1284
Parola: alto - Occorrenze: 1284
Parola: riscaldando - Occorrenze: 1284
Parola: maturando - Occorrenze: 1284
Parola: raccolti - Occorrenze: 1284
Parola: autunno - Occorrenze: 1284
Parola: s - Occorrenze: 1284
Parola: tavolozza - Occorrenze: 1284
Parola: colori - Occorrenze: 1284
Parola: caldi - Occorrenze: 1284
Parola: foglie - Occorrenze: 1284
Parola: danzavano - Occorrenze: 1284
Parola: nell - Occorrenze: 1284
Parola: aria - Occorrenze: 1284
Parola: prima - Occorrenze: 1284
Parola: posarsi - Occorrenze: 1284
Parola: delicatamente - Occorrenze: 1284
Parola: inverno - Occorrenze: 1284
Parola: invece - Occorrenze: 1284
Parola: manto - Occorrenze: 1284
Parola: bianco - Occorrenze: 1284
Parola: neve - Occorrenze: 1284
Parola: copriva - Occorrenze: 1284
Parola: tutto - Occorrenze: 1284
Parola: creando - Occorrenze: 1284
Parola: silenzio - Occorrenze: 1284
Parola: magico - Occorrenze: 1284
Parola: gente - Occorrenze: 1284
Parola: celebrava - Occorrenze: 1284
Parola: feste - Occorrenze: 1284
Parola: gioia - Occorrenze: 1284
Parola: ballavano - Occorrenze: 1284
Parola: ritmo - Occorrenze: 1284
Parola: musiche - Occorrenze: 1284
Parola: tradizionali - Occorrenze: 1284
Parola: raccontavano - Occorrenze: 1284
Parola: storie - Occorrenze: 1284
Parola: intorno - Occorrenze: 1284
Parola: fuoco - Occorrenze: 1284
Parola: condividevano - Occorrenze: 1284
Parola: cibi - Occorrenze: 1284
Parola: preparati - Occorrenze: 1284
Parola: amore - Occorrenze: 1284
Parola: dedizione - Occorrenze: 1284
Parola: solidariet - Occorrenze: 1284
Parola: amicizia - Occorrenze: 1284
Parola: erano - Occorrenze: 1284
Parola: valori - Occorrenze: 1284
Parola: fondamentali - Occorrenze: 1284
Parola: legavano - Occorrenze: 1284
Parola: comunit - Occorrenze: 1284
Parola: nonostante - Occorrenze: 1284
Parola: tranquilla - Occorrenze: 1284
Parola: non - Occorrenze: 1284
Parola: immune - Occorrenze: 1284
Parola: sfide - Occorrenze: 1284
Parola: tempeste - Occorrenze: 1284
Parola: occasionali - Occorrenze: 1284
Parola: mettevano - Occorrenze: 1284
Parola: alla - Occorrenze: 1284
Parola: prova - Occorrenze: 1284
Parola: resistenza - Occorrenze: 1284
Parola: malattie - Occorrenze: 1284
Parola: sporadiche - Occorrenze: 1284
Parola: richiedevano - Occorrenze: 1284
Parola: cure - Occorrenze: 1284
Parola: attente - Occorrenze: 1284
Parola: tuttavia - Occorrenze: 1284
Parola: determinazione - Occorrenze: 1284
Parola: collaborazione - Occorrenze: 1284
Parola: facevano - Occorrenze: 1284
Parola: fronte - Occorrenze: 1284
Parola: ogni - Occorrenze: 1284
Parola: difficolt - Occorrenze: 1284
Parola: mantenendo - Occorrenze: 1284
Parola: viva - Occorrenze: 1284
Parola: fiamma - Occorrenze: 1284
Parola: della - Occorrenze: 1284
Parola: speranza - Occorrenze: 1284
Parola: cos - Occorrenze: 1272
Parola: prosperava - Occorrenze: 1272
Parola: suo - Occorrenze: 1272
Parola: isolamento - Occorrenze: 1272
Parola: rifugio - Occorrenze: 1272
Parola: autenticit - Occorrenze: 1272
Parola: mondo - Occorrenze: 1272
Parola: poteva - Occorrenze: 1272
Parola: essere - Occorrenze: 1272
Parola: pi - Occorrenze: 1272
Parola: complicato - Occorrenze: 1272
Parola: frenetico - Occorrenze: 1272
Parola: funzionaaaaaaaaaaaaa - Occorrenze: 84
Parola: beneeeeeeeeeeeee - Occorrenze: 84
Parola: 
le - Occorrenze: 27
Parola: 
in - Occorrenze: 25
Parola: 
 - Occorrenze: 2
Parola: finetestprova - Occorrenze: 1
